image_id,text
6940,"করেন, কিন্তু পাঞ্জাব অঞ্চল থেকে প্রাপ্ত তার কিছু মুদ্রা থেকে"
6941,"অনুমান করা হয়, সমগ্র ইন্দো-গ্রিক রাজ্যের অধিকাংশ তিনি কিছুকাল শাসন"
6942,ভারতের ২০০১ সালের আদম শুমারি অনুসারে পুড়ু শহরের জনসংখ্যা হল
6943,অতিতারল্য মূলত তরল হিলিয়ামে পিয়োতর কাপিৎসা এবং জন এফ অ্যালেন
6944,কর্তৃক আবিষ্কৃত হয়। তখন থেকে প্রপঁচবিজ্ঞান ও মাইক্রোস্কোপিক তত্ত্বের মাধ্যমে
6945,"এটি বর্ণনা করা হয়েছে। তরল হিলিয়াম-৪ এ, অতিতারল্য হিলিয়াম-৩ এর"
6946,"তুলনায় অনেক বেশি তাপমাত্রায় দেখা দেয়। পূর্ণসংখ্যার ঘূর্ণনের কারণে, হিলিয়াম-৪"
6947,এর প্রতিটি পরমাণুই বোসন কণা। হিলিয়াম-৩ পরমাণু হলো একটি ফার্মিয়ন
6948,কণা; কেবলমাত্র খুব কম তাপমাত্রায় নিজেদের সাথে জুড়ি দিয়ে এরা
6949,বোসন গঠন করতে পারে। হিলিয়াম-৩ এ অতিতারল্য আবিষ্কার ছিল ১৯৯৬
6950,সালে পদার্থবিদ্যায় নোবেল পুরস্কারের ভিত্তি। এই প্রক্রিয়াটি অতিপরিবাহিতায় ইলেক্ট্রন জুটি
6951,এই ছবিটি মুক্তি পাওয়ার আগে বাংলা ভাষায় প্রধানত ফেলুদা ও
6952,ব্যোমকেশ বক্সী চরিত্র দু’টিকে নিয়েই গোয়েন্দা কাহিনি-ভিত্তিক চলচ্চিত্র নির্মিত হয়েছিল।
6953,এই ছবিটির মাধ্যমে সোনাদা চলচ্চিত্র ধারাবাহিকের সূচনা ঘটে। সমগ্র ধারাবাহিকটিকে
6954,ইন্ডিয়ানা জোনস ও ন্যাশানাল ট্রেজার চলচ্চিত্র ধারাবাহিক দু’টির সঙ্গে তুলনা
6955,গার্ট্রুড হর্টন চেলসিতে জন্মগ্রহণ করেন। তার বাবা-মা ছিলেন ক্ষুদ্রতত্ত্ববিদ জেন
6956,ফকনার (জন্ম ওয়াল্টার্স) ও চিত্রশিল্পী চার্লস কে রবার্টসন। তিনি বিজ্ঞানে
6957,ভালো ছিলেন এবং লন্ডন বিশ্ববিদ্যালয়ে ডিগ্রি নেওয়ার আগে নর্থ লন্ডন
6958,কলেজিয়েট স্কুলে পড়াশোনা করেছিলেন। তিনি শিক্ষার্থী জাতীয় ইউনিয়নে সক্রিয় ছিলেন
6959,"এবং তিনি শিক্ষক হতে পছন্দ করতেন, কিন্তু তিনি হ্যারল্ড ভিভিয়ান"
6960,হর্টন নামে একজন গবেষক রসায়নবিদকে বিয়ে করেছিলেন এবং নারী শিক্ষকদের
6961,অবিবাহিত থাকতে হয়েছিল। এটা আশা করা হয়েছিল যে মহিলারা তাদের
6962,"স্বামীদের দ্বারা সমর্থিত হবে, কিন্তু তিনি স্বাধীন হতে দৃঢ় প্রতিজ্ঞ"
6963,"ময়মনসিংহ জেলার ধোবাউড়া উপজেলার একটি ইউনিয়ন, এর পূর্বে দূর্গাপুরের কুল্লাগড়া"
6964,"ইউনিয়ন, দক্ষিণে নেতাই নদী গামারীতলা ইউনিয়ন, উত্তরে ভারত এবং পশ্চিমে"
6965,বাংলাদেশের ২০১২ সালের বন্যপ্রাণী (সংরক্ষণ ও নিরাপত্তা) আইনের রক্ষিত বন্যপ্রাণীর
6966,সেরিব্রাল কর্টেক্সের নিচে এটি পাওয়া যায়; প্রাইমেটদের ক্ষেত্রে মধ্য টেম্পোরাল
6967,বাবর ইফতিখার অ্যাবোটাবাদের আর্মি বার্ন হল কলেজে পড়েন। তিনি কমান্ড
6968,অ্যান্ড স্টাফ কলেজ থেকে স্নাতক হন এবং পরে রয়্যাল জর্ডানিয়ান
6969,কমান্ড অ্যান্ড স্টাফ কলেজে যোগ দেন। তার প্রাথমিক ডিগ্রি অর্জনের
6970,ভারতের ২০০১ সালের আদম শুমারি অনুসারে কাপরাইন শহরের জনসংখ্যা হল
6971,বাল্মীকি-প্রতিভা গীতিনাট্যের আখ্যানবস্তু কৃত্তিবাস বিরচিত বাংলা রামায়ণের সূচনাভাগ থেকে গৃহীত।
6972,এই কাহিনি মূল বাল্মীকি রামায়ণে পাওয়া যায় না। আবার নাট্যকার
6973,"১৫ মার্চ, ১৯৬২ সালে সাবেক মার্কিন প্রেসিডেন্ট জন এফ. কেনেডি"
6974,"কংগ্রেসে ভোক্তাদের স্বার্থ রক্ষার বিষয়ে বক্তৃতা দেন। নিরাপত্তার অধিকার, তথ্যপ্রাপ্তির"
6975,"অধিকার, পছন্দের অধিকার এবং অভিযোগ প্রদানের অধিকার - ভোক্তাদের এ"
6976,চারটি মৌলিক অধিকার সম্পর্কে তিনি আলোকপাত করেন যা পরবর্তীতে ভোক্তা
6977,নেমজেটি স্পোর্ট ১৯০৩ সালে প্রতিষ্ঠিত হয়েছিল।  কাগজটি সুইজারল্যান্ডের রিংয়িয়ার
6978,এর মালিকানাধীন। এটি প্রায়শই গুণমানের ইংরেজি-ভাষার মিডিয়া দ্বারা উদ্ধৃত
6979,সাজু আহমেদ ১৯৬০ সালে চুয়াডাঙ্গা জেলার দর্শনা জন্মগ্রহণ করেন। বাবা
6980,বাহারাম উদ্দিন আহমেদ ও মাতা আনোয়ারা খাতুন। বাবার চাকরি সূত্রে
6981,দর্শনায় জন্ম ও বেড়ে ওঠা। বাবা ছিলেন তিনি ছিলেন ডিপুটি
6982,"কাস্টমস সুপারিনটেনডেন্ট, বাংলাদেশ কাষ্টমস। বড় ভাই বীর মুক্তিযোদ্ধা আনোয়ারুল ইসলাম।"
6983,দর্শনা কাস্টমস কলোনির জীবনে নৃত্যের হাতে খড়ি বড় ভাইয়ের বন্ধু
6984,"জেলা রাজধানী শহরের নাম হচ্ছে কসুর শহর, যেটি সুফি কবি"
6985,বুল্লে শাহ এর জন্মস্থান। এই জন্য অঞ্চলটি সমগ্র পাকিস্তানে বেশ
6986,"সুপরিচিত। জেলাটি মোট ৪,৭৯৬ বর্গ কিলোমিটার এলাকা জুড়ে গঠিত হয়েছে।"
6987,গল্পগুলো রোমান সাম্রাজ্যের আগ্রাসনের বিরুদ্ধে প্রতিরোধে লিপ্ত প্রাচীন এক গল
6988,গ্রামকে ঘিরে সম্পাদিত হয়েছে। তারা তাদের ড্রুড বা পুরোহিতের বানানো
6989,এক ধরনের জাদুর শরবত পান করে প্রচন্ড শক্তিশালী হয়ে এ
6990,আগ্রাসনের বিরুদ্ধে প্রতিরোধ করতো। গল্পের নায়ক বা প্রধান চরিত্র ‘অ্যাস্টেরিক্স’
6991,ও তার বন্ধু ওবেলিক্স দু’জনে মিলে অনন্য সাধারণ অভিযানে লিপ্ত
6992,হতো। প্রতিটি চরিত্রের নামের শেষে যে ‘ক্স’ বিভক্তিটি ব্যবহার করা
6993,হয়েছে তা অনেকটা ‘ভারসিঙ্গটরিক্স’ নামে এক ঐতিহাসিক গল প্রধানের নামের
6994,উচ্চারণের সাথে মিল রয়েছে। যদিও এ সকল গল্পের ঘটনাগুলো গ্রামের
6995,"আশেপাশের ব্যাপার ঘিরে গড়ে উঠলেও, অনেকগুলো গল্পই এই দু’জনকে পৃথিবীর"
6996,অন্যান্য দেশ ভ্রমণ করতে নিয়ে গেছে। বিশ্লেষণ করলে দেখা যায়
6997,"(ভলিউম ৪ থেকে ২৯), গল্পের ঘটনাগুলো পর্যায়ক্রমে একবার গল এবং"
6998,পরেরবার বিদেশকে ঘিরে গড়ে উঠেছে। জোড় সংখ্যার বইগুলো বিদেশ এবং
6999,"বেজোড় সংখ্যার বইগুলো গল, বেশির ভাগ ক্ষেত্রে গ্রামকে ঘিরে গড়ে"
7000,ভারতের চেরাপুঞ্জির ঠিক নিচেই লালাখালের অবস্থান। চেরাপুঞ্জি পাহাড় থেকে উৎপন্ন
7001,এই নদী বাংলাদেশের মধ্য দিয়ে প্রবাহিত। লালাখালের পানি নীল। মুলতঃ
7002,জৈন্তিয়া পাহাড় থেকে আসা প্রবহমান পানির সাথে মিশে থাকা খনিজ
7003,এবং কাদার পরিবর্তে নদীর বালুময় তলদেশের কারনেই এই নদীর পানির
7004,রঙ এরকম দেখায়। লালাখাল নদীতে অসংখ্য বাঁকের দেখা মেলে।
7005,সাধারণত উন্নত মানের সংস্কৃতি নিম্নমানের সংস্কৃতিকে তিনভাবে প্রভাবিত করে:
7006,পূর্ব ২৩৩ তম সড়ক জেরোম এভিনিউ এবং মেজর ডীগান এক্সপ্রেসওয়ে
7007,ইণ্টারস্টেট ৮৭ সড়কদ্বয়ের বিনিময়স্থান থেকে শুরু হয়েছে। সড়কটি ওয়েবস্টার এভিনিউ
7008,সংযোগ যেখানে এটি উডলন স্টেশনে মেট্রো-নর্থের হারলেম লাইনের সাথে মিলিত
7009,হয় সেখানে পর্যন্ত উডলন সিমেটারির উত্তরপ্রান্তীয় সীমান্ত হিসেবে ভূমিকা পালন
7010,করে। ওয়েবস্টার এভিনিউ ব্রনক্স রিভার পার্কওয়ের দক্ষিণাভিমুখী পার্শ্ব থেকে এবং
7011,"এর দিকে প্রবেশ পথ হিসেবেও কাজ করে, যদিও পার্কওয়ে এই"
7012,"নিষ্ক্রমণকে ""পূর্ব ২৩৩ তম সড়ক"" হিসেবে চিহ্নিত করে। ব্রনক্স প্রধান"
7013,সড়ক দ্বারা পার্কওয়ের উত্তরাভিমুখে প্রবেশ করা যায়। এক ব্লক পূর্বে
7014,কার্পেণ্টার এভিনিউতে সড়কটি দক্ষিণে আওয়ার লেডি অব মার্সি মেডিকেল সেণ্টারকে
7015,নাদার পাঁচ টিএমসি বিধায়কের একজন ছিলেন যিনি রিপাবলিকান পার্টি অফ
7016,"ইন্ডিয়ার সদস্য ছিলেন, কিন্তু যিনি টিএমসির টিকিটে নির্বাচিত হয়েছিলেন, যিনি"
7017,২০০২ এর আগস্টে ভারতীয় জাতীয় কংগ্রেসে দলের প্রস্তাবিত একীকরণে আপত্তি
7018,১৮৭৮ সালে ৩১.৮২ গড়ে ৯৩৮ রান তুলে ইংরেজ ক্রিকেটে শীর্ষস্থান
7019,ব্রাহ্মী লিপি বেশি পরিচিতি লাভ করেছে সম্রাট অশোকের পাথরখচিত বাণী
7020,থেকে। এটি উত্তর-মধ্য ভারতে স্থাপিত হয় ২৫০-২৩২ খ্রিস্টপূর্বাব্দে। লিপিটি ১৮৩৭
7021,"সালে ইস্ট ইন্ডিয়া কোম্পানির কর্মকর্তা, প্রত্নতাত্ত্বিক ও ভাষাবিদ জেমস প্রিন্সেপ"
7022,আবিষ্কার করেন। লিপিটির উৎসস্থল নিয়ে এখনো অনেক বিতর্ক আছে। পশ্চিমা
7023,ভাষা একাডেমির মতে ব্রাহ্মী লিপি সেমিটিক লিপি থেকে উৎপন্ন হয়েছে।
7024,চট্টগ্রামের মিরসরাই উপজেলার খৈয়াছড়া ইউনিয়নের বড়তাকিয়া বাজারের উত্তর পার্শ্বে ঢাকা-চট্টগ্রাম
7025,মহাসড়কের ৪.২ কিলোমিটার পূর্বে এই ঝর্ণার অবস্থান। ঝর্ণাটির অবস্থান পাহাড়ের
7026,ভেতরের দিকে হওয়ায় সরসরি কোন যানবাহন ব্যবহার করে ঝর্ণাটির পাদদেশ
7027,পর্যন্ত পৌছানো সম্ভব হয় না। ঢাকা-চট্রগ্রাম মহাসড়ক পাশ থেকে পায়ে
7028,হেঁটে কিংবা স্থানীয় যানবাহন (যেমনঃ সিএনজি) ব্যবহার করে ঝর্ণাটির কাছাকাছি
7029,গ্রামে পৌছানো সম্ভব। কিন্তু পাহাড়ের পাদদেশের গ্রামের ভিতর দিয়ে ঝর্ণার
7030,মূল ধারা পর্যন্ত পৌছানোর বাকি পথের জন্য কোন যানবাহনের ব্যবস্থা
7031,"২০২১ সালে, লোরেন্সো ডোমিনিকান প্রজাতন্ত্র অনূর্ধ্ব-২৩ দলের হয়ে ডোমিনিকান প্রজাতন্ত্রের"
7032,বয়সভিত্তিক পর্যায়ে অভিষেক করেছিলেন। প্রায় এক বছর যাবত ডোমিনিকান প্রজাতন্ত্রের
7033,"বয়সভিত্তিক দলের হয়ে খেলার পর, তিনি ২০২১ সালে ডোমিনিকান প্রজাতন্ত্রের"
7034,হয়ে আন্তর্জাতিক পর্যায়ে অভিষেক করেছেন; ডোমিনিকান প্রজাতন্ত্রের জার্সি গায়ে তিনি
7035,এয়ার বাংলাদেশ (বিমান বাংলাদেশ এয়ারলাইন্সের সাথে কোনও সম্পর্ক নেই) কেবলমাত্র
7036,একটি পুরানো জেট বিমান চালনা করতো- বোয়িং ৭৪৭-২৬৯বি (এসএফ) (নিবন্ধকরণ
7037,এস৩-এডিটি)। বিমানটি এয়ার বাংলাদেশ ২০০৪ সালের আগস্টে অধিগ্রহণ করেছিল এবং
7038,নবেন্দু ঘোষ ১৯১৭ সালের ২৭ মার্চ ঢাকাতে (বর্তমানে বাংলাদেশ) জন্মগ্রহণ
7039,করেন। ১২ বছর বয়সেই তিনি জনপ্রিয় মঞ্চাভিনেতা হয়ে যান। ইংরাজী
7040,সাহিত্যে তিনি এম.এ পাশ করেন।  তিনি উদয়শঙ্কর শৈলীতে প্রশংসিত
7041,নৃত্য করার মাধ্যমে ১৯৩৯ থেকে ১৯৪৫ পর্যন্ত বেশ কয়েকটি পদক
7042,"জিতে নেন। ভারতীয় জাতীয় কংগ্রেস এর জন্য ""ডাক দিয়ে যাই"""
7043,নামক ভারত ছাড় আন্দোলন এর পক্ষে উপন্যাস লেখেন। এ উপন্যাসটি
7044,"তাঁকে খ্যাতি এনে দিয়েছিল, কিন্তু উপন্যাসটি ব্রিটিশ সরকার কর্তৃক নিষিদ্ধ"
7045,হয়েছিল। ১৯৪৫ সালে তিনি কলকাতায় স্থানান্তরিত হন এবং রাজদ্রোহমূলক রচনার
7046,অপরাধে সরকারি চাকরিটি খুইয়েছিলেন।  তিনি খুব দ্রুতই বাংলা সাহিত্যের
7047,মীর শিয়ালকোটি মির্জা গোলাম আহমদ এবং প্রথম দিকের আহমদিয়া আন্দোলনের
7048,একজন প্রধান বিরোধী ছিলেন এবং কাদিয়ানিয়াতকে প্রত্যাখ্যান করে তিনি বেশ
7049,কয়েকটি বইও লিখেন। মীর শিয়ালকোটি সর্বভারতীয় মুসলিম লীগের অন্যতম প্রতিষ্ঠাতা
7050,এই চলচ্চিত্র নির্মাণ ছিল চ্যাপলিনের কর্মজীবনের সবচেয়ে বাজে অভিজ্ঞতা। এই
7051,"সময়ে বেশ কিছু সমস্যা দেখা দেয়, যার কারণে নির্মাণ দেরি"
7052,"হতে থাকে। স্টুডিওতে আগুন লাগা, চ্যাপলিনের মায়ের মৃত্যু, তাঁর দ্বিতীয়"
7053,"স্ত্রী লিটা গ্রের সঙ্গে বিবাহ বিচ্ছেদ, এবং অভ্যন্তরীণ রাজস্ব সেবার"
7054,"কর ফাঁকি দেওয়ার মামলা, এই সমস্যাগুলোর জন্য নির্মাণে আটমাস সময়"
7055,লেগে যায়। চলচ্চিত্রটি নির্বাক চলচ্চিত্রের ইতিহাসে সপ্তম সর্বোচ্চ আয়কারী চলচ্চিত্রের
7056,"""বিপ্লবের দ্বিতীয় পর্ব"", যা ""দ্বিতীয় পর্যায়"" বা ""দ্বিতীয় ধাপ"" নামেও"
7057,"পরিচিত, এই বিবৃতিতে খামেনি গত চল্লিশ বছরের অর্জনগুলি প্রকাশ করেছেন।"
7058,"তিনি ""একটি মহান ইসলামী ইরান গড়ার জন্য একটি মহান জিহাদ"""
7059,লক্ষ্যের দিকে সুপারিশ উপস্থাপন করেন। খামেনি সাতটি বিভাগে ইসলামী বিপ্লবের
7060,"হিমাচল প্রদেশ রাজ্যটি হিমালয় পর্বতমালার দক্ষিণ সীমানার দিকে অবস্থিত, যা"
7061,ভারতীয় প্লেট এবং ইউরেশিয়ান প্লেটের সংঘর্ষের ফলে গঠিত হয়েছিল। হিমালয়
7062,গঠনকারী পর্বত ভবনটি থ্রাস্ট টেকটোনিক্সের উদাহরণ এবং থ্রাস্ট ফল্টিং দ্বারা
7063,"আধিপত্য রয়েছে। তবে, পর্বতশৃঙ্গটির দৈর্ঘ্য বরাবর একটি উল্লেখযোগ্য পরিমাণের বর্ধন"
7064,"রয়েছে, সম্ভবত এটি হলো হিমালয়ের সামনের অংশের বাইরে বোলিংকে সামঞ্জস্য"
7065,করার সাথে এটির প্রশস্ত আকারের সাথে সম্পর্কিত। তবে এনডাব্লিউ হিমালয়ের
7066,ত্রুটি পশ্চিম-পূর্ব প্রসারণকে দেখায় যা মূল থ্রাস্ট স্ট্রাকচারের প্রবণতার পক্ষে
7067,যথেষ্ট উচ্চতর কোণে এবং তিব্বত মালভূমির পূর্ব দিকে প্রসারিত হওয়ার
7068,অংশ হিসাবে আরও ভালভাবে ব্যাখ্যা করা যেতে পারে। হিমাচল প্রদেশের
7069,অন্যতম উল্লেখযোগ্য এক্সটেনশনাল কাঠামো হলো কৌরিক-চাঙ্গো ফল্ট অঞ্চল। এটি তাপীয়
7070,স্প্রিংস এবং জিপসাম আমানতের উপস্থিতি এবং নরম-পলির বিকৃতি কাঠামোর অধ্যয়ন
7071,থেকে সেইসমিটেস  হিসাবে ভূমিকম্পের দিক থেকে সক্রিয় বলে ব্যাখ্যা
7072,করা হয়। এই সিসমিটগুলি সুমডো অঞ্চলে বেশি মাত্রার ৮ টি
7073,পূর্বের ভূমিকম্পের পরামর্শ দেওয়ার জন্য ব্যবহৃত হয়েছিল এই লেট প্লাইস্টোসিনকে
7074,হলসিন পললকে প্রভাবিত করে। এই ফল্ট জোন ধরে ভূমিকম্পের জন্য
7075,"ফ্রেদ্‌রিক একজন কামুক আইনজীবী, কানীন স্ত্রী আনে'র সাথে সে এক"
7076,ধরনের প্লেটোনীয় বন্ধনে আবদ্ধ। তার আগের ঘরের ছেলে হেন্‌রিক বাড়ির
7077,পরিচারিকা পেত্রা'র পিছু নিয়েছে। ফ্রেদ্‌রিকের পুরনো রক্ষিতা দেসিরে সম্প্রতি শহরে
7078,"এসেছে, সে তার সাথে দেখা করতে যায়। কিন্তু এখন রক্ষিতাটির"
7079,"নতুন প্রেমিক জুটেছে, রাগী কাউন্ট মাল্‌কোম, যার স্ত্রী শার্লত-ও কোনো"
7080,দ্বিতীয় ইঙ্গ-মারাঠা যুদ্ধের সময় ইস্ট ইন্ডিয়া কোম্পানিকে সহায়তার পুরস্কার হিসেবে
7081,১৮০৪ সালে পতৌদির প্রথম নবাব ফাইজ তালাব খানকে কোম্পানির তরফ
7082,তিনি ১৯৪৬ সালে চাঁপাইনবাবগঞ্জের সদর উপজেলার চাঁদলাই গ্রামে জন্মগ্রহণ করেন।
7083,সেলা গিরিপথ তওয়াং এর থেকে উত্তরে ৭৮ কি.মি. দূরে অবস্থিত।
7084,পথটি বছরের ১২ মাসই খোলা থকে যদিও কখনো কখনো ঘন
7085,তুষারপাতর জন্য রাস্তাটি মাঝ সময়ে বন্ধ করে দেওয়া হয়। সীমান্ত
7086,সুরাক্ষা পথ নির্মাণ কোম্পানী এই পথটির দেখাশুনার দায়িত্বে আছে। অঞ্চলটির
7087,সর্ব্বোচ গড় তাপমাত্রা ১৫ ডিগ্রী সে: আর সর্বনিম্ন -১০ ডিগ্রী
7088,স্ক্রিনশট নেয়ার সুবিধা সংযুক্ত করা হয়েছিলঅ্যান্ড্রয়েড  ৪.০  (আইসক্রিম
7089,স্যান্ডউইচ) সংস্করণে। পুরানো সংস্করণগুলির কিছু ডিভাইস নিম্নলিখিত সংমিশ্রণে স্ক্রিনশট নেয়া
7090,নামেও পরিচিত। এটি আয়তনের বিচারে দক্ষিণ-পূর্ব এশিয়ার মূল মহাদেশীয় ভূখণ্ডের
7091,বৃহত্তম দেশ। ২০১৭ সালের হিসাব অনুযায়ী দেশটির জনসংখ্যা প্রায় ৫
7092,"কোটি ৪০ লক্ষ। মিয়ানমারের উত্তর-পশ্চিমে বাংলাদেশ ও ভারত, উত্তর-পূর্বে চীন,"
7093,পূর্ব ও দক্ষিণ-পূর্বে লাওস ও থাইল্যান্ড এবং দক্ষিণ ও দক্ষিণ-পশ্চিমে
7094,আন্দামান সাগর ও বঙ্গোপসাগর অবস্থিত। কেন্দ্রভাগে অবস্থিত নেপিডো দেশটির রাজধানী
7095,কমিশন সুইজারল্যান্ডের জেনেভা ভিত্তিক একটি আন্তর্জাতিক সচিবালয় দ্বারা সমর্থিত এবং
7096,বিস্তৃত এখতিয়ার এবং আইনি ঐতিহ্য থেকে আসা আইনজীবীদের দ্বারা কর্মরত।
7097,সচিবালয় এবং কমিশন মানবাধিকার এবং আইনের শাসন রক্ষা ও প্রচারে
7098,আইনজীবী এবং বিচারকদের ভূমিকা শক্তিশালী করার লক্ষ্যে ওকালতি ও নীতিগত
7099,"২০১৯ সালের ১২ই এপ্রিল, বুকার এবং তার এক সম্পর্কিত ভাই"
7100,রয়েল ক্রেস্ট অ্যাপার্টমেন্টে একটি লড়াই দেখতে গিয়েছিলেন। ফেরার সময় গাড়ি
7101,পিছোতে গিয়ে বুকার একটি গাড়িতে ধাক্কা লাগিয়ে ফেলেছিলেন এবং ঘটনাস্থল
7102,থেকে পালানোর চেষ্টা করেছিলেন।  অপর গাড়ির চালক তার গাড়ি
7103,থেকে নেমে বুকারকে বন্দুকের মুখে আটকে রাখেন যতক্ষণ না ক্ষতিপূরণ
7104,দেওয়া হয়। বিবাদস্থলের আশেপাশে অনেক লোক জড়ো হয় এবং এডওয়ার্ড
7105,থমাসকে ২০০ ডলার দেওয়ার প্রস্তাব করা হয় বুকারকে হেনস্থা করার
7106,"জন্য। প্রত্যক্ষদর্শীরা দাঁড়িয়ে দেখতে থাকে, ভিডিও করে, আর উল্লাস প্রকাশ"
7107,করে। ভিডিওটি সামাজিক মাধ্যমে আপলোড করা হয় এবং সেটি ভাইরাল
7108,হয়ে যায়। বুকার অজ্ঞান হয়ে পড়েন এবং তার কব্জি ভেঙে
7109,"যায়।  ডালাসের মেয়র এটিকে ""জনতার সহিংসতা"" বলে চিহ্নিত করেছিলেন।"
7110,"২০১৯ সালের ১৪ই এপ্রিল তারিখে, এডওয়ার্ড থমাসের বিরুদ্ধে প্ররোচিত হয়ে"
7111,আক্রমণের অভিযোগ করা হয়েছিল এবং তাকে ডালাস কাউন্টি জেলে বন্ড
7112,বা জামিন ছাড়াই আটক করা হয়েছিল। পুলিশ জানিয়েছিল যে পুরোনো
7113,"একটি মামলার জন্য তার পায়ে একটি গোড়ালি মনিটর লাগানো ছিল,"
7114,তাতে দেখা গিয়েছিল তিনি রয়েল ক্রেস্ট অ্যাপার্টমেন্টে ছিলেন। আদালতের শুনানিতে
7115,"তিনি অবশেষে ৭৫,০০০ ডলারে মুচলেকা দিয়েছিলেন এবং ২০শে মে তারিখে"
7116,লক্ষ্মীকান্ত ভারত অনূর্ধ্ব-২৩ দলের হয়ে ২০০৯ সাফ চ্যাম্পিয়নশিপ প্রতিযোগিতায় অংশ
7117,"নেন, যেই দল বিজয়ী হয়েছিল। এরপর তিনি ২০১০ এশিয়াডে ভারতের"
7118,উপসাগরটি সাংহাইয়ের দক্ষিণে অবস্থিত। উপসাগরটির শেষ মাথায় হাংচৌ শহরটি অবস্থিত।
7119,"হাংচৌ উপসাগরের অনেকগুলি ক্ষুদ্র ক্ষুদ্র দ্বীপ আছে, যেগুলিকে একত্রে চৌশান"
7120,ট্রি টপোলজিতে এক বা একাধিক স্তরের কম্পিউটার হোস্ট কম্পিউটারের সাথে
7121,সংযুক্ত থাকে। অর্থাৎ প্রথম স্তরের কম্পিউটারগুলো দ্বিতীয় স্তরের কম্পিউটারগুলোর হোস্ট
7122,হয়। একইভাবে দ্বিতীয় স্তরের কম্পিউটারগুলো তৃতীয় স্তরের কম্পিউটারগুলোর হোস্ট হয়।
7123,অফিস ব্যবস্থাপনার কাজে এ নেটওয়ার্ক টপোলজি খুবই উপযোগী। শাখা-প্রশাখা সৃষ্টির
7124,জমি-জমা ক্রয়-বিক্রয় এবং হস্তান্তরের জন্য দলিল শব্দটি বিশেষভাবে ব্যবহৃত হলেও
7125,যে কোনও চুক্তির ক্ষেত্রে দলিল শব্দটি প্রয়োগ করা যায়। বিয়ের
7126,"কাবিননামা, যুদ্ধের আত্মসমর্পণ চুক্তি, ক্রয়ের জন্য লিখিত কার্যাদেশ,  আদালতের"
7127,"গুলটেকিন মুলা ইউনিভার্সিটি স্কুল অফ ইকোনমিক্সের ছাত্রী ছিলেন, উলা শহরের"
7128,আকায়াকা পাড়ায় তিনি একা থাকতেন। ১৬ই জুলাই তিনি নিজের বাড়ি
7129,থেকে বার হন। এর পরে তাঁর পরিবার এবং বন্ধুরা তাঁর
7130,কোন খোঁজ পাননি। তাঁর ছোট বোন সিবেল গুলটেকিন এবং মা
7131,সেফিকা গুলটেকিন মুলাতে এসে আকিয়ার জেন্ডারমেরি জেনারেল কমান্ডের কাছে তাঁর
7132,নিখোঁজ হবার খবর দেন এবং সামাজিক মাধ্যম কে ব্যবহার করে
7133,রবি তেজা চলচ্চিত্রটিতে দ্বৈত ভূমিকায় অভিনয় করবেন বলে জানানো হয়।
7134,ডিম্পল হায়াথি এবং মীনাক্ষী চৌধুরী চলচ্চিত্রটিতে প্রধান ভূমিকায় থাকেন। ২০২০
7135,সালের নভেম্বর মাসে চলচ্চিত্রটির প্রথম চিত্রগ্রহণ শুরু হয়। ২০২১ সালের
7136,এপ্রিল-মে মাসের দিন গুলিতে ইতালিতে মারপিটের দৃশ্য গুলি ধারণ করা
7137,হয়। করোনা ভাইরাস মহামারীর জন্য ২০২১ সালের জুন মাসে চলচ্চিত্রটির
7138,শহরটির অবস্থানের অক্ষাংশ ও দ্রাঘিমাংশ হল ২২°৪৪′ উত্তর ৮৮°১৪′ পূর্ব
7139,ডেইলি মাউন্টেন ঈগল প্রথম দিকে ১৮৭২ সালে মাউন্টেন ঈগল নামে
7140,প্রতিষ্ঠিত হয়েছিল এবং সাপ্তাহিকভাবে প্রকাশিত হয়েছিল। প্রাক্তন সম্পাদক স্কিপ টাকারের
7141,"মতে, একজন বুদ্ধিমান প্রথম প্রেসটি দিয়েছিলেন এবং একটি রসিকতা থেকে"
7142,"পত্রিকাটির নামকরণ করা হয় - ""কেবল একটি ঈগল সংবাদ সরবরাহ"
7143,"করতে পারে।"" ১৯৬০ সালে, পত্রিকাটির নাম পরিবর্তন করে ডেইলি মাউন্টেন"
7144,ঈগল রাখা হয়  এবং পরিবর্তিত হয়ে দৈনিক প্রকাশিত হতে
7145,"রিচার্ড নরফোকের হ্যাভারিংল্যান্ড হলে জন্মগ্রহণ করেন, হান্টিংডনশায়ারের রামসে অ্যাবের উইলিয়াম"
7146,হেনরি ফেলোসের তৃতীয় পুত্র এবং বার্কশায়ারের এঙ্গেলফিল্ড হাউসের রিচার্ড বেনিয়ন
7147,এছাড়াও বিকল্পভাবে বানান করা হয়ে থাকে ঝেলে (পশতু ভাষা থেকে
7148,"অনুবাদ কর হয়ে থাকে), ঝাড়িই, ঝাড়েই, ঝেড়ি, অথবা ঝেড়াই। জেলাটি"
7149,মেওয়ান্দ জেলা এবং পাঞ্জাবি জেলা থেকে নেওয়া অঞ্চলসমূহ থেকে তৈরি
7150,"করা হয়েছিল। ২০১০ সালের আদমশুমারীর আনুমানিক হিসাব অনুযায়ী, এখানকার জনসংখ্যা"
7151,কম্পসন ১৮৯৭ সালের ১৯ই মার্চ ইউটা অঙ্গরাজ্যের বিভারের এক খনির
7152,ক্যাম্পে জন্মগ্রহণ করেন। তার পিতা ভার্জিল কম্পসন এবং মাতা ম্যারি
